station_name
(Bodensee)
(Inn) Bahnhof
-11-
35
A-Magnus-Str.
A.-Fachkliniken
A.-Kasperbauer-Str
A.-Seitz Weg
Abzw. Moggast
Abzw. Monte Kaolino
Abzw. Moosberg
Abzw. Moosdorf
Abzw. Moosham
Abzw. Moosing
Abzw. Mooslindl
Abzw. Moritzreuth
Abzw. Moschendorf
Abzw. Mosenhof
Abzw. Mothen
Abzw. Motschenbach
Abzw. Muckendorf
Abzw. Muckenreuth
Abzw. Mutten
Abzw. Muttenau
Abzw. Mäbenberg
Abzw. Möbelhof
Abzw. Mönchsroth
Abzw. Mühlau
Abzw. Mühlhagen
Abzw. Mühlhausen
Abzw. Münchs
Abzw. Nagelspitzstr.
Abzw. Nahenfürst
Abzw. Nelkenstr.
Abzw. Nemmersdorf
Abzw. Nemschenreuth
Abzw. Neubernricht
Abzw. Neuburg
Abzw. Neudorf
Abzw. Neuebersb.
Abzw. Neuensorg (b. Marktleugast)
Abzw. Neufriedrichsthal
Abzw. Neugrün/Hüttstadl
Abzw. Neuhaid (b. Lupburg)
Abzw. Neuhaus
Abzw. Neuhausen (b. Priesend.)
Abzw. Neumühle
Abzw. Neuricht
Abzw. Neuseidenhof
Abzw. Neßlthal
Abzw. Nickersfelden
Abzw. Niederarling
Abzw. Niederarth
Abzw. Niederdorf
Abzw. Niedergebraching
Abzw. Niederhofen
Abzw. Noder-/Sonnenwiechs
Abzw. Nordstetten
Abzw. Nützelbach
Abzw. Oberaumühle
Abzw. Oberbreitenlohe
Abzw. Oberbuch
Abzw. Oberdeggenbach
Abzw. Oberdorf
Abzw. Oberenglberg
Abzw. Obergangkofen
Abzw. Oberhard
Abzw. Oberheckenhofen
Abzw. Oberhegenau
Abzw. Oberheßbach
Abzw. Oberkemmathen
Abzw. Oberkirchberg
Abzw. Oberkorb
Abzw. Obermaxfeld
Abzw. Obermaxlried
Abzw. Obermichelb. (Wittelsh.)
Abzw. Obermichelbach
Abzw. Obermühl
Abzw. Oberndorf
Abzw. Oberplaika
Abzw. Oberrain
Abzw. Oberrammelsberg
Abzw. Oberreinbach
Abzw. Oberroßbach (Dietersh.)
Abzw. Oberschur
Abzw. Oberumbach
Abzw. Oberwaiz
Abzw. Oberweilbach
Abzw. Oberweiler (b. Meinheim)
Abzw. Oedenthurn
Abzw. Ornach
Abzw. Osterlauchdorf
Abzw. Osternacher Weg
Abzw. Ostersee
Abzw. Ostertal
Abzw. Osthausen
Abzw. Ottenberg
Abzw. Ottendorf
Abzw. Ottenzell
Abzw. Ottmaring
Abzw. Pathal
Abzw. Pautzfeld
Abzw. Penkofen
Abzw. Pentling
Abzw. Peretshofen
Abzw. Pettendorf
Abzw. Petzkofen
Abzw. Pfaffenhofen
Abzw. Pfeffertshofen
Abzw. Pfeifferhütte
Abzw. Pflugdorf-Thaining
Abzw. Pflugsmühle
Abzw. Pinkofen
Abzw. Pischelsberg
Abzw. Pittenhart
Abzw. Plösen
Abzw. Pollanden
Abzw. Pommer
Abzw. Pommersfelden
Abzw. Poppendorf (b.Rattelsd.)
Abzw. Posthof B16
Abzw. Poststr.
Abzw. Pottenstein
Abzw. Poxöd
Abzw. Prangershof
Abzw. Premerzhofen
Abzw. Premich/Gefäll
Abzw. Priel
Abzw. Pruppach
Abzw. Pruppach (b. Hirschbach)
Abzw. Prügel
Abzw. Prügeldorf
Abzw. Punzenhofen
Abzw. Rackersberg
Abzw. Raiten
Abzw. Raketenstellung
Abzw. Rambach
Abzw. Ramertshofen
Abzw. Rammelkam
Abzw. Rammersberg
Abzw. Ramsach
Abzw. Ransbach
Abzw. Rappetenreuth
Abzw. Rauheckstr.
Abzw. Rauhenstein
Abzw. Reckenricht
Abzw. Regendorf
Abzw. Regensberg
Abzw. Regerstr.
Abzw. Reichenbach/Wassertrüd.
Abzw. Reichenstetten
Abzw. Reichertsfeld
Abzw. Reichertshofen
Abzw. Reifenberg
Abzw. Reinischgrub
Abzw. Reinsbronn
Abzw. Reisach
Abzw. Reitsch/Neuglosberg
Abzw. Reuchelheim
Abzw. Reuth
Abzw. Reutsachsen
Abzw. Richtheim (b. Berg/NM)
Abzw. Rieb
Abzw. Rieblich (b. Steinwiesen)
Abzw. Riebling
Abzw. Ried
Abzw. Riedhof (b. Seubersdorf)
Abzw. Rieding
Abzw. Rieglersreuth
Abzw. Riegling/Kleinprüf.
Abzw. Ringau
Abzw. Ritzhof
Abzw. Rodenbach
Abzw. Roding
Abzw. Ronsolden
Abzw. Rosenhof
Abzw. Rotbrunnenstr.
Abzw. Roth
